Range,Variance,Standard Deviation,Interquartile Range (IQR),Upperquartile Range (UQR),Coefficient of Variation (CV),Entropy
0.04284808330703527,2.6014232309439706e-05,0.005100414915420088,0.03614107519388199,0.004573785001412034,75.99617964755323,4.802448307147344
0.10081801714841276,0.00011166275142633735,0.010567059734208819,0.09610148752108216,0.003308148356154561,157.4491827079125,4.4608632700938955
0.05726146686356515,3.946786972868913e-05,0.006282345877830123,0.05132197355851531,0.004319614963606,93.6069476624442,4.729621002617538
0.030649096588604152,2.4194808528807063e-05,0.004918821863902683,0.02461879886686802,0.0037644924595952034,73.29044441554122,4.810945585161164
0.027950196294113994,1.7852816525787394e-05,0.004225259344204494,0.02141529507935047,0.004612262360751629,62.95636566514774,4.848215645985084
0.03760266490280628,1.8776382128184914e-05,0.004333172293849497,0.03180771879851818,0.004026106093078852,64.56426920775046,4.852294441421311
0.026135551161132753,1.690635890054077e-05,0.004111734293523935,0.02008984750136733,0.003620454575866461,61.264840638294814,4.860669442145804
0.02715108240954578,1.536264807205016e-05,0.003919521408545967,0.020968157798051834,0.0035019051283597946,58.400874242773725,4.868693145457803
0.07921720156446099,6.403292939823692e-05,0.008002057822725159,0.0733238747343421,0.0036251747515052557,119.23067256566462,4.637861546930765
0.042155131115578115,3.2619457565392416e-05,0.0057113446372454545,0.03634255100041628,0.0036144007463008165,85.09903704660313,4.778878965044729
0.029235974769107997,2.5605100800740394e-05,0.005060148298295258,0.022495687007904053,0.004661872982978821,75.39621269909082,4.787777013859701
0.04674977553077042,2.4519344997178127e-05,0.004951701222527277,0.04062051698565483,0.003947434946894646,73.7803525961298,4.822949489984132
0.08029768418055028,0.00011735891908746246,0.010833232162538679,0.07620040467008948,0.002767996396869421,161.41516653160255,4.418512562573458
0.01120284921489656,6.39673476854908e-06,0.002529176697771249,0.005091603845357895,0.0036507942713797092,37.6847351921376,4.935890204066878
0.04339230363257229,1.7669916079751773e-05,0.0042035599293636546,0.0380574157461524,0.0031588091515004635,62.63304576201667,4.877063803118525
0.037093263352289796,1.5106158600464327e-05,0.003886664199601546,0.030802045948803425,0.004039272665977478,57.911293054863364,4.882143391255266
0.15704965952318162,0.00017192109560809944,0.013111868501784916,0.15161165315657854,0.003867747960612178,195.3668311015007,4.4710039051411385
0.012504537822678685,5.3245830176843335e-06,0.002307505800140995,0.0071544284000992775,0.002899716142565012,34.381834973169624,4.947732007053208
0.09374701930209994,6.399167276470213e-05,0.007999479530863376,0.08763908734545112,0.0031780684366822243,119.19224523187717,4.722555104310657
0.020763111766427755,1.3398659412901056e-05,0.0036604179287208524,0.015153772197663784,0.003472577780485153,54.54023174754603,4.8771414158431625
0.11544804030563682,0.00011235599120390296,0.010599810904157818,0.11066080676391721,0.0029261563904583454,157.93719267635305,4.535484898175678
0.05946810985915363,5.417057092391081e-05,0.007360065959209252,0.0536711597815156,0.0039391424506902695,109.66497348530582,4.640958199046169
0.08227617398370057,7.246837195076847e-05,0.008512835717360489,0.07664001313969493,0.004072860581800342,126.8412508301749,4.629868218215419
0.04031598335132003,4.177592962146964e-05,0.006463430174564404,0.03415453154593706,0.004596490878611803,96.30510759417079,4.687609551451861
0.06433572981040925,5.335384127118858e-05,0.007304371380973764,0.05855293199419975,0.0037750997580587864,108.83514473884817,4.671840734737582
0.015462324023246765,1.1154326706146313e-05,0.0033398093817082306,0.009815089404582977,0.003429577685892582,49.76316193093461,4.89321221024583
0.06707187439315021,5.4006286959925566e-05,0.007348896989339663,0.06154483184218407,0.0033666016533970833,109.49856493720401,4.6988713724669235
0.08700437913648784,8.861569310497357e-05,0.009413590871977259,0.08214486436918378,0.0035893258173018694,140.2625100014247,4.538740496990474
0.0666316554415971,4.160607754971244e-05,0.006450277323473188,0.06165363034233451,0.003218966070562601,96.10912970301825,4.758081084155352
0.09236307349056005,7.76690790256354e-05,0.008813006242232862,0.08714460581541061,0.003639725036919117,131.31379470611972,4.642358186303099
0.018442135537043214,8.005684402940549e-06,0.002829431816273463,0.012602729722857475,0.0031209848821163177,42.15853468086993,4.924350564338964
0.04450841079233214,5.9947041221152726e-05,0.007742547463280592,0.039198425598442554,0.0031997838523238897,115.36396157438902,4.588400220993888
0.052985913935117424,5.303504906278008e-05,0.007282516670957924,0.048116065096110106,0.002973302034661174,108.50950035525916,4.6764750486961
0.016252725152298808,8.808623286156019e-06,0.0029679324935308112,0.010053102858364582,0.003569285850971937,44.222196161384154,4.915690461598601
0.05836834094952792,4.677266567344438e-05,0.006839054442936127,0.0521468766964972,0.004232003120705485,101.90191131837774,4.675902928141561
0.2151575160678476,0.00031780842252904766,0.017827182125312112,0.21029318682849407,0.003087158314883709,265.6250195115639,4.233429283953734
0.03393121308181435,2.8323087526115858e-05,0.0053219439611964965,0.02839816315099597,0.0032183988951146603,79.29696440332523,4.781807788599325
0.5035064320545644,0.001677134445617503,0.04095283196089744,0.500512205529958,0.0017174093518406153,610.1971456395283,3.112414011788273
0.0526028114836663,4.854677699824729e-05,0.006967551721964272,0.046697267796844244,0.0035865693353116512,103.81651730949184,4.681173196662156
0.027644552057608962,2.714275000139556e-05,0.005209870439981743,0.020801696926355362,0.004813559353351593,77.62707583642978,4.765035475763515
0.07833966170437634,6.40540221494996e-05,0.008003375672146072,0.07252591149881482,0.004121355013921857,119.2502988893501,4.639762364816482
0.10039160121232271,0.00019165193732053346,0.013843841133173027,0.09679483808577061,0.00198735436424613,206.27321489826943,4.236361279753634
0.15248958964366466,0.00018757707816600006,0.013695878145120891,0.14725611172616482,0.003920258721336722,204.0685904202625,4.319666253596488
0.06323362770490348,4.4916747815441185e-05,0.006701995808372397,0.05755637772381306,0.0035096374340355396,99.85974658915785,4.747502030981808
0.447424927377142,0.001342057662284923,0.036634105179257796,0.44471803517080843,0.0019171163439750671,545.8481889669079,3.1924720325861258
0.06665589124895632,5.7966646182109604e-05,0.007613583005530944,0.0612370241433382,0.003636874258518219,113.44238581834153,4.656280850783234
0.02964095084462315,2.4367119058886765e-05,0.004936306216077642,0.023827973287552595,0.0036970635410398245,73.55096529960662,4.807541908967003
0.06970266555435956,5.484340264616858e-05,0.007405633169835553,0.06358615821227431,0.004193749511614442,110.34393579772816,4.681372026060168
0.033630733261816204,2.232226731063739e-05,0.004724644675595974,0.027120045386254787,0.0039049177430570126,70.39721251766264,4.815697846305414
0.03317173069808632,2.9576577572007087e-05,0.005438435213552432,0.026785151567310095,0.004124115686863661,81.03268092741988,4.7539584865923015
0.06774374993983656,8.731814137923244e-05,0.009344417658646922,0.06293580215424299,0.003248598426580429,139.2318294838654,4.459791734728873
0.02896359923761338,2.614592872039771e-05,0.005113308979554991,0.022711931727826595,0.0040976114105433226,76.1883022875568,4.777476920051495
0.03490259894169867,2.0781124974040454e-05,0.004558631919122277,0.02959617506712675,0.0027277814224362373,67.92361368134338,4.850614214499734
0.06926160282455385,6.787738918406921e-05,0.008238773524261314,0.064149787183851,0.003362296149134636,122.75773354296875,4.60869170667282
0.11815800168551505,0.00011017716410577001,0.010496531051055392,0.11276570660993457,0.0037889834493398666,156.39831429936976,4.570293836309527
0.025371823809109628,1.0387007724586848e-05,0.003222888103019844,0.018922992050647736,0.003429529257118702,48.02103522271668,4.908469306466994
0.09680505632422864,9.041372468719184e-05,0.009508613184223651,0.0926037929020822,0.0026005138643085957,141.67832833011653,4.620398442428254
0.04819379432592541,4.036193883564761e-05,0.006353104661159583,0.042788655031472445,0.0030684752855449915,94.66126061940003,4.7273160989789105
0.06462573248427361,6.93913222578647e-05,0.00833014539236049,0.05836266092956066,0.004642515676096082,124.1191700596602,4.6069690473550295
0.043653463828377426,3.711104183205646e-05,0.0060918832746578834,0.03829223709180951,0.0032221521250903606,90.76905786536864,4.7399485802351355
0.05352520919404924,2.9581201818804344e-05,0.005438860341910274,0.048031159210950136,0.003738436847925186,81.03901511323784,4.804158086180604
0.06936395110096782,5.1922857573141204e-05,0.007205751700769408,0.06390289729461074,0.0037006111815571785,107.36570021647405,4.6950191823125005
0.036491718608886003,1.64012439787506e-05,0.004049844932679596,0.03171455021947622,0.002915581688284874,60.34268974981928,4.877626273355384
0.03264269675128162,2.1251608854378637e-05,0.004609946730102056,0.026906494051218033,0.004036258207634091,68.68820709414933,4.82114495023489
0.03946955187711865,2.197237353800372e-05,0.004687469843956729,0.033186204731464386,0.00396804790943861,69.84329956103153,4.825973657255277
